date,home,away,text
2016-12-02,Tottenham Hotspur,Swansea,"Bob Bradley has finally generated the momentum he has craved and his head may still be spinning, in a good way, after last Saturday’s 5-4 win over Crystal Palace – his first in charge of Swansea. He comes to London with his team still in the relegation places but with renewed belief and ready to confront opponents who have lost some fluency over the past two months. For Tottenham, this feels like a must-win. David Hytner"
2016-12-02,Manchester City,Chelsea FC,"An age seems to have passed since Manchester City hammered Chelsea 3-0 in the corresponding fixture last season that featured John Terry being hauled off at half-time and which came in the wake of José Mourinho’s dispute with club doctor, Eva Carneiro. While that defeat proved an omen of the demise of Mourinho and his champions, Chelsea arrive as leaders and a point better off than City, which means a draw would be a fine result for them. Expect both teams, though, to go for what would be a statement victory. Jamie Jackson"
2016-12-02,Everton FC,Manchester United,"Form hardly indicates a quality affair at Goodison Park – the hosts have won once in eight league games, the visitors once in seven – but at least José Mourinho can draw confidence from a United team who are gradually clicking into shape and showed they do know where the goal is located in the midweek EFL Cup victory over West Ham. Ronald Koeman, in contrast, appears to be losing belief in the talent at his disposal by the week but insists “a lot of things can change on Sunday”. Andy Hunter"
2016-12-02,AFC Bournemouth,Liverpool FC,"Bournemouth face the unenviable task of a visit from high-flying Liverpool. Jürgen Klopp’s side are in dominant form, manifested in a 15-match unbeaten run in all competitions that the German will expect to be extended. However, without Philippe Coutinho to terrorise his defenders, Eddie Howe can find some solace. The focus for Bournemouth will be finding attacking flair of their own after scoring just three goals in five matches, since putting six past Hull in October. Graham Searles"
2016-12-02,Crystal Palace,Southampton FC,"The writing is on the wall for Alan Pardew. Crystal Palace go into this game on the back of six successive defeats, a run that has taken them to the brink of the relegation zone, with concerned owners considering the merits of Sam Allardyce, Chris Coleman, Roberto Mancini and Roy Hodgson as alternatives. Only victory will do but Southampton arrive buoyed by a fine display at Arsenal that has earned them a first League Cup semi-final in 30 years. Two years ago, their win at Selhurst Park cost Neil Warnock his job at Palace. History may be repeating itself. Dominic Fifield"
2016-12-02,Stoke City,Burnley FC,"Stoke are now much closer to where they had expected to be and, although the injury list remains long, Mark Hughes has some welcome posers. Will he stick with the back three he selected against Watford, who were so successful last week? Will Joe Allen, in such fine form before suspension, come back into a side who dominated at Vicarage Road with a big contribution from the midfielder’s replacement, Giannelli Imbula? Sean Dyche will hope Hughes is blinded by his options: Burnley could do with something here after two consecutive defeats. Nick Ames"
2016-12-02,West Bromwich Albion,Watford,"Tony Pulis goes into the game £3.8m poorer having lost his case against Crystal Palace but focused on a first top-half finish with West Brom now ninth. He may have to cope without Salomón Rondón, sent home with tonsilitis, as Watford, a place higher and enjoying their best start since the mid-80s, seek more reward and with Troy Deeney after his 100th club goal. Mark Tallentire"
2016-12-09,Chelsea FC,West Bromwich Albion,"Antonio Conte counted Chelsea as “underdogs” when he arrived at Stamford Bridge over the summer but now has to contemplate life as a title contender. “It’s difficult to accept this,” he offered before Sunday’s visit of an in form West Bromwich Albion. “I suppose it’s normal when you are playing well and winning a lot of games, but we have to make sure we don’t lose our hunger.” The visitors, awkward opponents and pepped by their own recent burst of positive results, will test their hosts’ momentum but, after eight wins in a row, Chelsea can be unstoppable at times. Dominic Fifield"
2016-12-09,Southampton FC,Middlesbrough FC,"It has been an awful week for Southampton. A heavy defeat at Crystal Palace was followed by elimination from the Europa League and a serious injury to Charlie Austin, the only player who has scored regularly for the club this season. Middlesbrough have lost only one match away in the league this season and will feel confident of adding to Claude Puel’s woes. Paul Doyle"
2016-12-09,Arsenal FC,Stoke City,"Arsène Wenger has long demonstrated his capacity to respond to a setback but how he and Arsenal have done so after the EFL Cup exit to Southampton. They have taken apart West Ham and Basel and are determined to maintain the pressure on the leaders, Chelsea. Stoke, though, are in confident mood, having tightened up at the back and taken an impressive 18 points from 27. Could they get something at Arsenal for the first time since 1981? David Hytner"
2016-12-09,Liverpool FC,West Ham United,"What Slaven Bilic would give to turn back the clock. Last season West Ham recorded a league double over Liverpool for the first time since 1963-64, knocking Jürgen Klopp’s side out of the FA Cup too for good measure, but they return to Anfield without a win in six matches, one point above the relegation zone and with their manager under pressure following a humiliating 5-1 home defeat by Arsenal last weekend. Bilic needs a reaction, but so does Klopp following Liverpool’s collapse at Bournemouth. There is plenty at stake. Andy Hunter"
